Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17	TaskObject#18	TaskObject#19	TaskObject#20	TaskObject#21
241	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim534.png,-10.00,-3.00,720.78,720.78)	pic(stim333.png,-10.00,-3.00,720.78,720.78)	pic(stim412.png,-10.00,-3.00,720.78,720.78)	pic(stim344.png,-10.00,-3.00,720.78,720.78)	pic(stim068.png,-10.00,-3.00,720.78,720.78)	pic(stim553.png,-10.00,-3.00,720.78,720.78)	pic(stim328.png,-10.00,-3.00,720.78,720.78)	pic(stim238.png,-10.00,-3.00,720.78,720.78)	pic(stim240.png,-10.00,-3.00,720.78,720.78)	pic(stim323.png,-10.00,-3.00,720.78,720.78)	pic(stim025.png,-10.00,-3.00,720.78,720.78)	pic(stim036.png,-10.00,-3.00,720.78,720.78)	pic(stim272.png,-10.00,-3.00,720.78,720.78)	pic(stim640.png,-10.00,-3.00,720.78,720.78)	pic(stim210.png,-10.00,-3.00,720.78,720.78)	pic(stim175.png,-10.00,-3.00,720.78,720.78)	pic(stim014.png,-10.00,-3.00,720.78,720.78)	pic(stim288.png,-10.00,-3.00,720.78,720.78)	pic(stim015.png,-10.00,-3.00,720.78,720.78)	pic(stim180.png,-10.00,-3.00,720.78,720.78)
242	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim526.png,-10.00,-3.00,720.78,720.78)	pic(stim033.png,-10.00,-3.00,720.78,720.78)	pic(stim141.png,-10.00,-3.00,720.78,720.78)	pic(stim252.png,-10.00,-3.00,720.78,720.78)	pic(stim049.png,-10.00,-3.00,720.78,720.78)	pic(stim584.png,-10.00,-3.00,720.78,720.78)	pic(stim311.png,-10.00,-3.00,720.78,720.78)	pic(stim166.png,-10.00,-3.00,720.78,720.78)	pic(stim022.png,-10.00,-3.00,720.78,720.78)	pic(stim296.png,-10.00,-3.00,720.78,720.78)	pic(stim422.png,-10.00,-3.00,720.78,720.78)	pic(stim442.png,-10.00,-3.00,720.78,720.78)	pic(stim189.png,-10.00,-3.00,720.78,720.78)	pic(stim182.png,-10.00,-3.00,720.78,720.78)	pic(stim598.png,-10.00,-3.00,720.78,720.78)	pic(stim087.png,-10.00,-3.00,720.78,720.78)	pic(stim183.png,-10.00,-3.00,720.78,720.78)	pic(stim136.png,-10.00,-3.00,720.78,720.78)	pic(stim179.png,-10.00,-3.00,720.78,720.78)	pic(stim109.png,-10.00,-3.00,720.78,720.78)
243	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim639.png,-10.00,-3.00,720.78,720.78)	pic(stim157.png,-10.00,-3.00,720.78,720.78)	pic(stim610.png,-10.00,-3.00,720.78,720.78)	pic(stim578.png,-10.00,-3.00,720.78,720.78)	pic(stim261.png,-10.00,-3.00,720.78,720.78)	pic(stim467.png,-10.00,-3.00,720.78,720.78)	pic(stim618.png,-10.00,-3.00,720.78,720.78)	pic(stim549.png,-10.00,-3.00,720.78,720.78)	pic(stim369.png,-10.00,-3.00,720.78,720.78)	pic(stim265.png,-10.00,-3.00,720.78,720.78)	pic(stim167.png,-10.00,-3.00,720.78,720.78)	pic(stim083.png,-10.00,-3.00,720.78,720.78)	pic(stim298.png,-10.00,-3.00,720.78,720.78)	pic(stim134.png,-10.00,-3.00,720.78,720.78)	pic(stim304.png,-10.00,-3.00,720.78,720.78)	pic(stim413.png,-10.00,-3.00,720.78,720.78)	pic(stim575.png,-10.00,-3.00,720.78,720.78)	pic(stim498.png,-10.00,-3.00,720.78,720.78)	pic(stim539.png,-10.00,-3.00,720.78,720.78)	pic(stim383.png,-10.00,-3.00,720.78,720.78)
244	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim263.png,-10.00,-3.00,720.78,720.78)	pic(stim466.png,-10.00,-3.00,720.78,720.78)	pic(stim231.png,-10.00,-3.00,720.78,720.78)	pic(stim597.png,-10.00,-3.00,720.78,720.78)	pic(stim150.png,-10.00,-3.00,720.78,720.78)	pic(stim563.png,-10.00,-3.00,720.78,720.78)	pic(stim177.png,-10.00,-3.00,720.78,720.78)	pic(stim295.png,-10.00,-3.00,720.78,720.78)	pic(stim540.png,-10.00,-3.00,720.78,720.78)	pic(stim096.png,-10.00,-3.00,720.78,720.78)	pic(stim529.png,-10.00,-3.00,720.78,720.78)	pic(stim377.png,-10.00,-3.00,720.78,720.78)	pic(stim027.png,-10.00,-3.00,720.78,720.78)	pic(stim151.png,-10.00,-3.00,720.78,720.78)	pic(stim216.png,-10.00,-3.00,720.78,720.78)	pic(stim042.png,-10.00,-3.00,720.78,720.78)	pic(stim152.png,-10.00,-3.00,720.78,720.78)	pic(stim165.png,-10.00,-3.00,720.78,720.78)	pic(stim470.png,-10.00,-3.00,720.78,720.78)	pic(stim628.png,-10.00,-3.00,720.78,720.78)
245	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim120.png,-10.00,-3.00,720.78,720.78)	pic(stim235.png,-10.00,-3.00,720.78,720.78)	pic(stim259.png,-10.00,-3.00,720.78,720.78)	pic(stim623.png,-10.00,-3.00,720.78,720.78)	pic(stim242.png,-10.00,-3.00,720.78,720.78)	pic(stim153.png,-10.00,-3.00,720.78,720.78)	pic(stim155.png,-10.00,-3.00,720.78,720.78)	pic(stim457.png,-10.00,-3.00,720.78,720.78)	pic(stim026.png,-10.00,-3.00,720.78,720.78)	pic(stim376.png,-10.00,-3.00,720.78,720.78)	pic(stim600.png,-10.00,-3.00,720.78,720.78)	pic(stim116.png,-10.00,-3.00,720.78,720.78)	pic(stim352.png,-10.00,-3.00,720.78,720.78)	pic(stim243.png,-10.00,-3.00,720.78,720.78)	pic(stim016.png,-10.00,-3.00,720.78,720.78)	pic(stim462.png,-10.00,-3.00,720.78,720.78)	pic(stim398.png,-10.00,-3.00,720.78,720.78)	pic(stim283.png,-10.00,-3.00,720.78,720.78)	pic(stim568.png,-10.00,-3.00,720.78,720.78)	pic(stim271.png,-10.00,-3.00,720.78,720.78)
246	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim494.png,-10.00,-3.00,720.78,720.78)	pic(stim005.png,-10.00,-3.00,720.78,720.78)	pic(stim044.png,-10.00,-3.00,720.78,720.78)	pic(stim604.png,-10.00,-3.00,720.78,720.78)	pic(stim446.png,-10.00,-3.00,720.78,720.78)	pic(stim431.png,-10.00,-3.00,720.78,720.78)	pic(stim200.png,-10.00,-3.00,720.78,720.78)	pic(stim375.png,-10.00,-3.00,720.78,720.78)	pic(stim490.png,-10.00,-3.00,720.78,720.78)	pic(stim314.png,-10.00,-3.00,720.78,720.78)	pic(stim126.png,-10.00,-3.00,720.78,720.78)	pic(stim168.png,-10.00,-3.00,720.78,720.78)	pic(stim257.png,-10.00,-3.00,720.78,720.78)	pic(stim204.png,-10.00,-3.00,720.78,720.78)	pic(stim612.png,-10.00,-3.00,720.78,720.78)	pic(stim589.png,-10.00,-3.00,720.78,720.78)	pic(stim512.png,-10.00,-3.00,720.78,720.78)	pic(stim581.png,-10.00,-3.00,720.78,720.78)	pic(stim201.png,-10.00,-3.00,720.78,720.78)	pic(stim611.png,-10.00,-3.00,720.78,720.78)
247	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim081.png,-10.00,-3.00,720.78,720.78)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim627.png,-10.00,-3.00,720.78,720.78)	pic(stim119.png,-10.00,-3.00,720.78,720.78)	pic(stim102.png,-10.00,-3.00,720.78,720.78)	pic(stim506.png,-10.00,-3.00,720.78,720.78)	pic(stim160.png,-10.00,-3.00,720.78,720.78)	pic(stim353.png,-10.00,-3.00,720.78,720.78)	pic(stim620.png,-10.00,-3.00,720.78,720.78)	pic(stim225.png,-10.00,-3.00,720.78,720.78)	pic(stim480.png,-10.00,-3.00,720.78,720.78)	pic(stim287.png,-10.00,-3.00,720.78,720.78)	pic(stim187.png,-10.00,-3.00,720.78,720.78)	pic(stim229.png,-10.00,-3.00,720.78,720.78)	pic(stim327.png,-10.00,-3.00,720.78,720.78)	pic(stim417.png,-10.00,-3.00,720.78,720.78)	pic(stim300.png,-10.00,-3.00,720.78,720.78)	pic(stim550.png,-10.00,-3.00,720.78,720.78)	pic(stim061.png,-10.00,-3.00,720.78,720.78)	pic(stim432.png,-10.00,-3.00,720.78,720.78)
248	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim592.png,-10.00,-3.00,720.78,720.78)	pic(stim349.png,-10.00,-3.00,720.78,720.78)	pic(stim450.png,-10.00,-3.00,720.78,720.78)	pic(stim076.png,-10.00,-3.00,720.78,720.78)	pic(stim583.png,-10.00,-3.00,720.78,720.78)	pic(stim606.png,-10.00,-3.00,720.78,720.78)	pic(stim590.png,-10.00,-3.00,720.78,720.78)	pic(stim301.png,-10.00,-3.00,720.78,720.78)	pic(stim360.png,-10.00,-3.00,720.78,720.78)	pic(stim372.png,-10.00,-3.00,720.78,720.78)	pic(stim399.png,-10.00,-3.00,720.78,720.78)	pic(stim278.png,-10.00,-3.00,720.78,720.78)	pic(stim048.png,-10.00,-3.00,720.78,720.78)	pic(stim574.png,-10.00,-3.00,720.78,720.78)	pic(stim072.png,-10.00,-3.00,720.78,720.78)	pic(stim241.png,-10.00,-3.00,720.78,720.78)	pic(stim089.png,-10.00,-3.00,720.78,720.78)	pic(stim106.png,-10.00,-3.00,720.78,720.78)	pic(stim254.png,-10.00,-3.00,720.78,720.78)	pic(stim468.png,-10.00,-3.00,720.78,720.78)
249	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim052.png,-10.00,-3.00,720.78,720.78)	pic(stim461.png,-10.00,-3.00,720.78,720.78)	pic(stim213.png,-10.00,-3.00,720.78,720.78)	pic(stim309.png,-10.00,-3.00,720.78,720.78)	pic(stim544.png,-10.00,-3.00,720.78,720.78)	pic(stim483.png,-10.00,-3.00,720.78,720.78)	pic(stim085.png,-10.00,-3.00,720.78,720.78)	pic(stim111.png,-10.00,-3.00,720.78,720.78)	pic(stim321.png,-10.00,-3.00,720.78,720.78)	pic(stim110.png,-10.00,-3.00,720.78,720.78)	pic(stim064.png,-10.00,-3.00,720.78,720.78)	pic(stim354.png,-10.00,-3.00,720.78,720.78)	pic(stim518.png,-10.00,-3.00,720.78,720.78)	pic(stim095.png,-10.00,-3.00,720.78,720.78)	pic(stim408.png,-10.00,-3.00,720.78,720.78)	pic(stim219.png,-10.00,-3.00,720.78,720.78)	pic(stim626.png,-10.00,-3.00,720.78,720.78)	pic(stim230.png,-10.00,-3.00,720.78,720.78)	pic(stim515.png,-10.00,-3.00,720.78,720.78)	pic(stim282.png,-10.00,-3.00,720.78,720.78)
250	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim409.png,-10.00,-3.00,720.78,720.78)	pic(stim385.png,-10.00,-3.00,720.78,720.78)	pic(stim591.png,-10.00,-3.00,720.78,720.78)	pic(stim211.png,-10.00,-3.00,720.78,720.78)	pic(stim388.png,-10.00,-3.00,720.78,720.78)	pic(stim341.png,-10.00,-3.00,720.78,720.78)	pic(stim105.png,-10.00,-3.00,720.78,720.78)	pic(stim172.png,-10.00,-3.00,720.78,720.78)	pic(stim514.png,-10.00,-3.00,720.78,720.78)	pic(stim616.png,-10.00,-3.00,720.78,720.78)	pic(stim197.png,-10.00,-3.00,720.78,720.78)	pic(stim291.png,-10.00,-3.00,720.78,720.78)	pic(stim220.png,-10.00,-3.00,720.78,720.78)	pic(stim585.png,-10.00,-3.00,720.78,720.78)	pic(stim330.png,-10.00,-3.00,720.78,720.78)	pic(stim191.png,-10.00,-3.00,720.78,720.78)	pic(stim426.png,-10.00,-3.00,720.78,720.78)	pic(stim556.png,-10.00,-3.00,720.78,720.78)	pic(stim634.png,-10.00,-3.00,720.78,720.78)	pic(stim196.png,-10.00,-3.00,720.78,720.78)
251	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim069.png,-10.00,-3.00,720.78,720.78)	pic(stim062.png,-10.00,-3.00,720.78,720.78)	pic(stim312.png,-10.00,-3.00,720.78,720.78)	pic(stim256.png,-10.00,-3.00,720.78,720.78)	pic(stim080.png,-10.00,-3.00,720.78,720.78)	pic(stim596.png,-10.00,-3.00,720.78,720.78)	pic(stim002.png,-10.00,-3.00,720.78,720.78)	pic(stim482.png,-10.00,-3.00,720.78,720.78)	pic(stim244.png,-10.00,-3.00,720.78,720.78)	pic(stim248.png,-10.00,-3.00,720.78,720.78)	pic(stim429.png,-10.00,-3.00,720.78,720.78)	pic(stim305.png,-10.00,-3.00,720.78,720.78)	pic(stim379.png,-10.00,-3.00,720.78,720.78)	pic(stim043.png,-10.00,-3.00,720.78,720.78)	pic(stim573.png,-10.00,-3.00,720.78,720.78)	pic(stim224.png,-10.00,-3.00,720.78,720.78)	pic(stim217.png,-10.00,-3.00,720.78,720.78)	pic(stim389.png,-10.00,-3.00,720.78,720.78)	pic(stim094.png,-10.00,-3.00,720.78,720.78)	pic(stim004.png,-10.00,-3.00,720.78,720.78)
252	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim185.png,-10.00,-3.00,720.78,720.78)	pic(stim542.png,-10.00,-3.00,720.78,720.78)	pic(stim329.png,-10.00,-3.00,720.78,720.78)	pic(stim531.png,-10.00,-3.00,720.78,720.78)	pic(stim465.png,-10.00,-3.00,720.78,720.78)	pic(stim289.png,-10.00,-3.00,720.78,720.78)	pic(stim382.png,-10.00,-3.00,720.78,720.78)	pic(stim228.png,-10.00,-3.00,720.78,720.78)	pic(stim621.png,-10.00,-3.00,720.78,720.78)	pic(stim184.png,-10.00,-3.00,720.78,720.78)	pic(stim541.png,-10.00,-3.00,720.78,720.78)	pic(stim414.png,-10.00,-3.00,720.78,720.78)	pic(stim447.png,-10.00,-3.00,720.78,720.78)	pic(stim580.png,-10.00,-3.00,720.78,720.78)	pic(stim285.png,-10.00,-3.00,720.78,720.78)	pic(stim066.png,-10.00,-3.00,720.78,720.78)	pic(stim174.png,-10.00,-3.00,720.78,720.78)	pic(stim489.png,-10.00,-3.00,720.78,720.78)	pic(stim367.png,-10.00,-3.00,720.78,720.78)	pic(stim366.png,-10.00,-3.00,720.78,720.78)
253	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim302.png,-10.00,-3.00,720.78,720.78)	pic(stim251.png,-10.00,-3.00,720.78,720.78)	pic(stim631.png,-10.00,-3.00,720.78,720.78)	pic(stim472.png,-10.00,-3.00,720.78,720.78)	pic(stim455.png,-10.00,-3.00,720.78,720.78)	pic(stim559.png,-10.00,-3.00,720.78,720.78)	pic(stim006.png,-10.00,-3.00,720.78,720.78)	pic(stim079.png,-10.00,-3.00,720.78,720.78)	pic(stim067.png,-10.00,-3.00,720.78,720.78)	pic(stim154.png,-10.00,-3.00,720.78,720.78)	pic(stim629.png,-10.00,-3.00,720.78,720.78)	pic(stim338.png,-10.00,-3.00,720.78,720.78)	pic(stim510.png,-10.00,-3.00,720.78,720.78)	pic(stim579.png,-10.00,-3.00,720.78,720.78)	pic(stim571.png,-10.00,-3.00,720.78,720.78)	pic(stim020.png,-10.00,-3.00,720.78,720.78)	pic(stim339.png,-10.00,-3.00,720.78,720.78)	pic(stim348.png,-10.00,-3.00,720.78,720.78)	pic(stim293.png,-10.00,-3.00,720.78,720.78)	pic(stim415.png,-10.00,-3.00,720.78,720.78)
254	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim249.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim276.png,-10.00,-3.00,720.78,720.78)	pic(stim435.png,-10.00,-3.00,720.78,720.78)	pic(stim028.png,-10.00,-3.00,720.78,720.78)	pic(stim404.png,-10.00,-3.00,720.78,720.78)	pic(stim530.png,-10.00,-3.00,720.78,720.78)	pic(stim092.png,-10.00,-3.00,720.78,720.78)	pic(stim588.png,-10.00,-3.00,720.78,720.78)	pic(stim499.png,-10.00,-3.00,720.78,720.78)	pic(stim543.png,-10.00,-3.00,720.78,720.78)	pic(stim508.png,-10.00,-3.00,720.78,720.78)	pic(stim406.png,-10.00,-3.00,720.78,720.78)	pic(stim181.png,-10.00,-3.00,720.78,720.78)	pic(stim186.png,-10.00,-3.00,720.78,720.78)	pic(stim410.png,-10.00,-3.00,720.78,720.78)	pic(stim206.png,-10.00,-3.00,720.78,720.78)	pic(stim065.png,-10.00,-3.00,720.78,720.78)	pic(stim615.png,-10.00,-3.00,720.78,720.78)	pic(stim054.png,-10.00,-3.00,720.78,720.78)
255	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim495.png,-10.00,-3.00,720.78,720.78)	pic(stim496.png,-10.00,-3.00,720.78,720.78)	pic(stim487.png,-10.00,-3.00,720.78,720.78)	pic(stim198.png,-10.00,-3.00,720.78,720.78)	pic(stim098.png,-10.00,-3.00,720.78,720.78)	pic(stim363.png,-10.00,-3.00,720.78,720.78)	pic(stim145.png,-10.00,-3.00,720.78,720.78)	pic(stim337.png,-10.00,-3.00,720.78,720.78)	pic(stim599.png,-10.00,-3.00,720.78,720.78)	pic(stim332.png,-10.00,-3.00,720.78,720.78)	pic(stim391.png,-10.00,-3.00,720.78,720.78)	pic(stim401.png,-10.00,-3.00,720.78,720.78)	pic(stim449.png,-10.00,-3.00,720.78,720.78)	pic(stim250.png,-10.00,-3.00,720.78,720.78)	pic(stim484.png,-10.00,-3.00,720.78,720.78)	pic(stim011.png,-10.00,-3.00,720.78,720.78)	pic(stim637.png,-10.00,-3.00,720.78,720.78)	pic(stim131.png,-10.00,-3.00,720.78,720.78)	pic(stim586.png,-10.00,-3.00,720.78,720.78)	pic(stim407.png,-10.00,-3.00,720.78,720.78)
256	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim195.png,-10.00,-3.00,720.78,720.78)	pic(stim513.png,-10.00,-3.00,720.78,720.78)	pic(stim402.png,-10.00,-3.00,720.78,720.78)	pic(stim132.png,-10.00,-3.00,720.78,720.78)	pic(stim387.png,-10.00,-3.00,720.78,720.78)	pic(stim190.png,-10.00,-3.00,720.78,720.78)	pic(stim326.png,-10.00,-3.00,720.78,720.78)	pic(stim522.png,-10.00,-3.00,720.78,720.78)	pic(stim045.png,-10.00,-3.00,720.78,720.78)	pic(stim090.png,-10.00,-3.00,720.78,720.78)	pic(stim147.png,-10.00,-3.00,720.78,720.78)	pic(stim307.png,-10.00,-3.00,720.78,720.78)	pic(stim569.png,-10.00,-3.00,720.78,720.78)	pic(stim630.png,-10.00,-3.00,720.78,720.78)	pic(stim453.png,-10.00,-3.00,720.78,720.78)	pic(stim477.png,-10.00,-3.00,720.78,720.78)	pic(stim572.png,-10.00,-3.00,720.78,720.78)	pic(stim605.png,-10.00,-3.00,720.78,720.78)	pic(stim371.png,-10.00,-3.00,720.78,720.78)	pic(stim208.png,-10.00,-3.00,720.78,720.78)
257	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim275.png,-10.00,-3.00,720.78,720.78)	pic(stim192.png,-10.00,-3.00,720.78,720.78)	pic(stim469.png,-10.00,-3.00,720.78,720.78)	pic(stim541.png,-10.00,-3.00,720.78,720.78)	pic(stim244.png,-10.00,-3.00,720.78,720.78)	pic(stim235.png,-10.00,-3.00,720.78,720.78)	pic(stim355.png,-10.00,-3.00,720.78,720.78)	pic(stim132.png,-10.00,-3.00,720.78,720.78)	pic(stim112.png,-10.00,-3.00,720.78,720.78)	pic(stim001.png,-10.00,-3.00,720.78,720.78)	pic(stim420.png,-10.00,-3.00,720.78,720.78)	pic(stim387.png,-10.00,-3.00,720.78,720.78)	pic(stim074.png,-10.00,-3.00,720.78,720.78)	pic(stim379.png,-10.00,-3.00,720.78,720.78)	pic(stim552.png,-10.00,-3.00,720.78,720.78)	pic(stim181.png,-10.00,-3.00,720.78,720.78)	pic(stim040.png,-10.00,-3.00,720.78,720.78)	pic(stim071.png,-10.00,-3.00,720.78,720.78)	pic(stim440.png,-10.00,-3.00,720.78,720.78)	pic(stim343.png,-10.00,-3.00,720.78,720.78)
258	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim332.png,-10.00,-3.00,720.78,720.78)	pic(stim381.png,-10.00,-3.00,720.78,720.78)	pic(stim566.png,-10.00,-3.00,720.78,720.78)	pic(stim515.png,-10.00,-3.00,720.78,720.78)	pic(stim267.png,-10.00,-3.00,720.78,720.78)	pic(stim191.png,-10.00,-3.00,720.78,720.78)	pic(stim084.png,-10.00,-3.00,720.78,720.78)	pic(stim157.png,-10.00,-3.00,720.78,720.78)	pic(stim421.png,-10.00,-3.00,720.78,720.78)	pic(stim277.png,-10.00,-3.00,720.78,720.78)	pic(stim382.png,-10.00,-3.00,720.78,720.78)	pic(stim017.png,-10.00,-3.00,720.78,720.78)	pic(stim313.png,-10.00,-3.00,720.78,720.78)	pic(stim093.png,-10.00,-3.00,720.78,720.78)	pic(stim549.png,-10.00,-3.00,720.78,720.78)	pic(stim540.png,-10.00,-3.00,720.78,720.78)	pic(stim615.png,-10.00,-3.00,720.78,720.78)	pic(stim384.png,-10.00,-3.00,720.78,720.78)	pic(stim250.png,-10.00,-3.00,720.78,720.78)	pic(stim422.png,-10.00,-3.00,720.78,720.78)
259	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim056.png,-10.00,-3.00,720.78,720.78)	pic(stim601.png,-10.00,-3.00,720.78,720.78)	pic(stim578.png,-10.00,-3.00,720.78,720.78)	pic(stim357.png,-10.00,-3.00,720.78,720.78)	pic(stim594.png,-10.00,-3.00,720.78,720.78)	pic(stim346.png,-10.00,-3.00,720.78,720.78)	pic(stim092.png,-10.00,-3.00,720.78,720.78)	pic(stim134.png,-10.00,-3.00,720.78,720.78)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim005.png,-10.00,-3.00,720.78,720.78)	pic(stim338.png,-10.00,-3.00,720.78,720.78)	pic(stim449.png,-10.00,-3.00,720.78,720.78)	pic(stim311.png,-10.00,-3.00,720.78,720.78)	pic(stim072.png,-10.00,-3.00,720.78,720.78)	pic(stim555.png,-10.00,-3.00,720.78,720.78)	pic(stim438.png,-10.00,-3.00,720.78,720.78)	pic(stim574.png,-10.00,-3.00,720.78,720.78)	pic(stim243.png,-10.00,-3.00,720.78,720.78)	pic(stim353.png,-10.00,-3.00,720.78,720.78)	pic(stim188.png,-10.00,-3.00,720.78,720.78)
260	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim116.png,-10.00,-3.00,720.78,720.78)	pic(stim447.png,-10.00,-3.00,720.78,720.78)	pic(stim046.png,-10.00,-3.00,720.78,720.78)	pic(stim380.png,-10.00,-3.00,720.78,720.78)	pic(stim091.png,-10.00,-3.00,720.78,720.78)	pic(stim451.png,-10.00,-3.00,720.78,720.78)	pic(stim152.png,-10.00,-3.00,720.78,720.78)	pic(stim481.png,-10.00,-3.00,720.78,720.78)	pic(stim452.png,-10.00,-3.00,720.78,720.78)	pic(stim254.png,-10.00,-3.00,720.78,720.78)	pic(stim182.png,-10.00,-3.00,720.78,720.78)	pic(stim458.png,-10.00,-3.00,720.78,720.78)	pic(stim473.png,-10.00,-3.00,720.78,720.78)	pic(stim347.png,-10.00,-3.00,720.78,720.78)	pic(stim281.png,-10.00,-3.00,720.78,720.78)	pic(stim021.png,-10.00,-3.00,720.78,720.78)	pic(stim208.png,-10.00,-3.00,720.78,720.78)	pic(stim631.png,-10.00,-3.00,720.78,720.78)	pic(stim151.png,-10.00,-3.00,720.78,720.78)	pic(stim144.png,-10.00,-3.00,720.78,720.78)
261	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim453.png,-10.00,-3.00,720.78,720.78)	pic(stim076.png,-10.00,-3.00,720.78,720.78)	pic(stim599.png,-10.00,-3.00,720.78,720.78)	pic(stim128.png,-10.00,-3.00,720.78,720.78)	pic(stim019.png,-10.00,-3.00,720.78,720.78)	pic(stim429.png,-10.00,-3.00,720.78,720.78)	pic(stim156.png,-10.00,-3.00,720.78,720.78)	pic(stim215.png,-10.00,-3.00,720.78,720.78)	pic(stim221.png,-10.00,-3.00,720.78,720.78)	pic(stim034.png,-10.00,-3.00,720.78,720.78)	pic(stim086.png,-10.00,-3.00,720.78,720.78)	pic(stim166.png,-10.00,-3.00,720.78,720.78)	pic(stim088.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim489.png,-10.00,-3.00,720.78,720.78)	pic(stim535.png,-10.00,-3.00,720.78,720.78)	pic(stim484.png,-10.00,-3.00,720.78,720.78)	pic(stim308.png,-10.00,-3.00,720.78,720.78)	pic(stim548.png,-10.00,-3.00,720.78,720.78)	pic(stim153.png,-10.00,-3.00,720.78,720.78)
262	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim286.png,-10.00,-3.00,720.78,720.78)	pic(stim505.png,-10.00,-3.00,720.78,720.78)	pic(stim078.png,-10.00,-3.00,720.78,720.78)	pic(stim567.png,-10.00,-3.00,720.78,720.78)	pic(stim270.png,-10.00,-3.00,720.78,720.78)	pic(stim358.png,-10.00,-3.00,720.78,720.78)	pic(stim356.png,-10.00,-3.00,720.78,720.78)	pic(stim636.png,-10.00,-3.00,720.78,720.78)	pic(stim397.png,-10.00,-3.00,720.78,720.78)	pic(stim443.png,-10.00,-3.00,720.78,720.78)	pic(stim247.png,-10.00,-3.00,720.78,720.78)	pic(stim470.png,-10.00,-3.00,720.78,720.78)	pic(stim075.png,-10.00,-3.00,720.78,720.78)	pic(stim271.png,-10.00,-3.00,720.78,720.78)	pic(stim030.png,-10.00,-3.00,720.78,720.78)	pic(stim417.png,-10.00,-3.00,720.78,720.78)	pic(stim340.png,-10.00,-3.00,720.78,720.78)	pic(stim516.png,-10.00,-3.00,720.78,720.78)	pic(stim472.png,-10.00,-3.00,720.78,720.78)	pic(stim295.png,-10.00,-3.00,720.78,720.78)
263	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim226.png,-10.00,-3.00,720.78,720.78)	pic(stim554.png,-10.00,-3.00,720.78,720.78)	pic(stim494.png,-10.00,-3.00,720.78,720.78)	pic(stim062.png,-10.00,-3.00,720.78,720.78)	pic(stim302.png,-10.00,-3.00,720.78,720.78)	pic(stim370.png,-10.00,-3.00,720.78,720.78)	pic(stim013.png,-10.00,-3.00,720.78,720.78)	pic(stim202.png,-10.00,-3.00,720.78,720.78)	pic(stim413.png,-10.00,-3.00,720.78,720.78)	pic(stim102.png,-10.00,-3.00,720.78,720.78)	pic(stim583.png,-10.00,-3.00,720.78,720.78)	pic(stim507.png,-10.00,-3.00,720.78,720.78)	pic(stim262.png,-10.00,-3.00,720.78,720.78)	pic(stim033.png,-10.00,-3.00,720.78,720.78)	pic(stim293.png,-10.00,-3.00,720.78,720.78)	pic(stim418.png,-10.00,-3.00,720.78,720.78)	pic(stim249.png,-10.00,-3.00,720.78,720.78)	pic(stim190.png,-10.00,-3.00,720.78,720.78)	pic(stim038.png,-10.00,-3.00,720.78,720.78)	pic(stim478.png,-10.00,-3.00,720.78,720.78)
