Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2
506	1	59	stimulus_show1img	fix(0.00,0.00)	pic(stim506.png,-2.00,-2.00,576.62,576.62)
507	1	60	stimulus_show1img	fix(0.00,0.00)	pic(stim507.png,-2.00,-2.00,576.62,576.62)
508	1	61	stimulus_show1img	fix(0.00,0.00)	pic(stim508.png,-2.00,-2.00,576.62,576.62)
509	1	62	stimulus_show1img	fix(0.00,0.00)	pic(stim509.png,-2.00,-2.00,576.62,576.62)
510	1	63	stimulus_show1img	fix(0.00,0.00)	pic(stim510.png,-2.00,-2.00,576.62,576.62)
511	1	64	stimulus_show1img	fix(0.00,0.00)	pic(stim511.png,-2.00,-2.00,576.62,576.62)
512	1	1	stimulus_show1img	fix(0.00,0.00)	pic(stim512.png,-2.00,-2.00,576.62,576.62)
513	1	2	stimulus_show1img	fix(0.00,0.00)	pic(stim513.png,-2.00,-2.00,576.62,576.62)
514	1	3	stimulus_show1img	fix(0.00,0.00)	pic(stim514.png,-2.00,-2.00,576.62,576.62)
515	1	4	stimulus_show1img	fix(0.00,0.00)	pic(stim515.png,-2.00,-2.00,576.62,576.62)
516	1	5	stimulus_show1img	fix(0.00,0.00)	pic(stim516.png,-2.00,-2.00,576.62,576.62)
517	1	6	stimulus_show1img	fix(0.00,0.00)	pic(stim517.png,-2.00,-2.00,576.62,576.62)
518	1	7	stimulus_show1img	fix(0.00,0.00)	pic(stim518.png,-2.00,-2.00,576.62,576.62)
519	1	8	stimulus_show1img	fix(0.00,0.00)	pic(stim519.png,-2.00,-2.00,576.62,576.62)
520	1	9	stimulus_show1img	fix(0.00,0.00)	pic(stim520.png,-2.00,-2.00,576.62,576.62)
521	1	10	stimulus_show1img	fix(0.00,0.00)	pic(stim521.png,-2.00,-2.00,576.62,576.62)
522	1	11	stimulus_show1img	fix(0.00,0.00)	pic(stim522.png,-2.00,-2.00,576.62,576.62)
523	1	12	stimulus_show1img	fix(0.00,0.00)	pic(stim523.png,-2.00,-2.00,576.62,576.62)
524	1	13	stimulus_show1img	fix(0.00,0.00)	pic(stim524.png,-2.00,-2.00,576.62,576.62)
525	1	14	stimulus_show1img	fix(0.00,0.00)	pic(stim525.png,-2.00,-2.00,576.62,576.62)
526	1	15	stimulus_show1img	fix(0.00,0.00)	pic(stim526.png,-2.00,-2.00,576.62,576.62)
527	1	16	stimulus_show1img	fix(0.00,0.00)	pic(stim527.png,-2.00,-2.00,576.62,576.62)
528	1	17	stimulus_show1img	fix(0.00,0.00)	pic(stim528.png,-2.00,-2.00,576.62,576.62)
529	1	18	stimulus_show1img	fix(0.00,0.00)	pic(stim529.png,-2.00,-2.00,576.62,576.62)
530	1	19	stimulus_show1img	fix(0.00,0.00)	pic(stim530.png,-2.00,-2.00,576.62,576.62)
531	1	20	stimulus_show1img	fix(0.00,0.00)	pic(stim531.png,-2.00,-2.00,576.62,576.62)
532	1	21	stimulus_show1img	fix(0.00,0.00)	pic(stim532.png,-2.00,-2.00,576.62,576.62)
533	1	22	stimulus_show1img	fix(0.00,0.00)	pic(stim533.png,-2.00,-2.00,576.62,576.62)
534	1	23	stimulus_show1img	fix(0.00,0.00)	pic(stim534.png,-2.00,-2.00,576.62,576.62)
535	1	24	stimulus_show1img	fix(0.00,0.00)	pic(stim535.png,-2.00,-2.00,576.62,576.62)
536	1	25	stimulus_show1img	fix(0.00,0.00)	pic(stim536.png,-2.00,-2.00,576.62,576.62)
537	1	26	stimulus_show1img	fix(0.00,0.00)	pic(stim537.png,-2.00,-2.00,576.62,576.62)
538	1	27	stimulus_show1img	fix(0.00,0.00)	pic(stim538.png,-2.00,-2.00,576.62,576.62)
539	1	28	stimulus_show1img	fix(0.00,0.00)	pic(stim539.png,-2.00,-2.00,576.62,576.62)
540	1	29	stimulus_show1img	fix(0.00,0.00)	pic(stim540.png,-2.00,-2.00,576.62,576.62)
541	1	30	stimulus_show1img	fix(0.00,0.00)	pic(stim541.png,-2.00,-2.00,576.62,576.62)
542	1	31	stimulus_show1img	fix(0.00,0.00)	pic(stim542.png,-2.00,-2.00,576.62,576.62)
543	1	32	stimulus_show1img	fix(0.00,0.00)	pic(stim543.png,-2.00,-2.00,576.62,576.62)
544	1	33	stimulus_show1img	fix(0.00,0.00)	pic(stim544.png,-2.00,-2.00,576.62,576.62)
545	1	34	stimulus_show1img	fix(0.00,0.00)	pic(stim545.png,-2.00,-2.00,576.62,576.62)
546	1	35	stimulus_show1img	fix(0.00,0.00)	pic(stim546.png,-2.00,-2.00,576.62,576.62)
547	1	36	stimulus_show1img	fix(0.00,0.00)	pic(stim547.png,-2.00,-2.00,576.62,576.62)
548	1	37	stimulus_show1img	fix(0.00,0.00)	pic(stim548.png,-2.00,-2.00,576.62,576.62)
549	1	38	stimulus_show1img	fix(0.00,0.00)	pic(stim549.png,-2.00,-2.00,576.62,576.62)
550	1	39	stimulus_show1img	fix(0.00,0.00)	pic(stim550.png,-2.00,-2.00,576.62,576.62)
551	1	40	stimulus_show1img	fix(0.00,0.00)	pic(stim551.png,-2.00,-2.00,576.62,576.62)
552	1	41	stimulus_show1img	fix(0.00,0.00)	pic(stim552.png,-2.00,-2.00,576.62,576.62)
553	1	42	stimulus_show1img	fix(0.00,0.00)	pic(stim553.png,-2.00,-2.00,576.62,576.62)
554	1	43	stimulus_show1img	fix(0.00,0.00)	pic(stim554.png,-2.00,-2.00,576.62,576.62)
555	1	44	stimulus_show1img	fix(0.00,0.00)	pic(stim555.png,-2.00,-2.00,576.62,576.62)
556	1	45	stimulus_show1img	fix(0.00,0.00)	pic(stim556.png,-2.00,-2.00,576.62,576.62)
557	1	46	stimulus_show1img	fix(0.00,0.00)	pic(stim557.png,-2.00,-2.00,576.62,576.62)
558	1	47	stimulus_show1img	fix(0.00,0.00)	pic(stim558.png,-2.00,-2.00,576.62,576.62)
559	1	48	stimulus_show1img	fix(0.00,0.00)	pic(stim559.png,-2.00,-2.00,576.62,576.62)
560	1	49	stimulus_show1img	fix(0.00,0.00)	pic(stim560.png,-2.00,-2.00,576.62,576.62)
561	1	50	stimulus_show1img	fix(0.00,0.00)	pic(stim561.png,-2.00,-2.00,576.62,576.62)
562	1	51	stimulus_show1img	fix(0.00,0.00)	pic(stim562.png,-2.00,-2.00,576.62,576.62)
563	1	52	stimulus_show1img	fix(0.00,0.00)	pic(stim563.png,-2.00,-2.00,576.62,576.62)
564	1	53	stimulus_show1img	fix(0.00,0.00)	pic(stim564.png,-2.00,-2.00,576.62,576.62)
565	1	54	stimulus_show1img	fix(0.00,0.00)	pic(stim565.png,-2.00,-2.00,576.62,576.62)
566	1	55	stimulus_show1img	fix(0.00,0.00)	pic(stim566.png,-2.00,-2.00,576.62,576.62)
567	1	56	stimulus_show1img	fix(0.00,0.00)	pic(stim567.png,-2.00,-2.00,576.62,576.62)
568	1	57	stimulus_show1img	fix(0.00,0.00)	pic(stim568.png,-2.00,-2.00,576.62,576.62)
569	1	58	stimulus_show1img	fix(0.00,0.00)	pic(stim569.png,-2.00,-2.00,576.62,576.62)
570	1	59	stimulus_show1img	fix(0.00,0.00)	pic(stim570.png,-2.00,-2.00,576.62,576.62)
571	1	60	stimulus_show1img	fix(0.00,0.00)	pic(stim571.png,-2.00,-2.00,576.62,576.62)
572	1	61	stimulus_show1img	fix(0.00,0.00)	pic(stim572.png,-2.00,-2.00,576.62,576.62)
573	1	62	stimulus_show1img	fix(0.00,0.00)	pic(stim573.png,-2.00,-2.00,576.62,576.62)
574	1	63	stimulus_show1img	fix(0.00,0.00)	pic(stim574.png,-2.00,-2.00,576.62,576.62)
575	1	64	stimulus_show1img	fix(0.00,0.00)	pic(stim575.png,-2.00,-2.00,576.62,576.62)
576	1	1	stimulus_show1img	fix(0.00,0.00)	pic(stim576.png,-2.00,-2.00,576.62,576.62)
577	1	2	stimulus_show1img	fix(0.00,0.00)	pic(stim577.png,-2.00,-2.00,576.62,576.62)
578	1	3	stimulus_show1img	fix(0.00,0.00)	pic(stim578.png,-2.00,-2.00,576.62,576.62)
579	1	4	stimulus_show1img	fix(0.00,0.00)	pic(stim579.png,-2.00,-2.00,576.62,576.62)
580	1	5	stimulus_show1img	fix(0.00,0.00)	pic(stim580.png,-2.00,-2.00,576.62,576.62)
581	1	6	stimulus_show1img	fix(0.00,0.00)	pic(stim581.png,-2.00,-2.00,576.62,576.62)
582	1	7	stimulus_show1img	fix(0.00,0.00)	pic(stim582.png,-2.00,-2.00,576.62,576.62)
583	1	8	stimulus_show1img	fix(0.00,0.00)	pic(stim583.png,-2.00,-2.00,576.62,576.62)
584	1	9	stimulus_show1img	fix(0.00,0.00)	pic(stim584.png,-2.00,-2.00,576.62,576.62)
585	1	10	stimulus_show1img	fix(0.00,0.00)	pic(stim585.png,-2.00,-2.00,576.62,576.62)
586	1	11	stimulus_show1img	fix(0.00,0.00)	pic(stim586.png,-2.00,-2.00,576.62,576.62)
587	1	12	stimulus_show1img	fix(0.00,0.00)	pic(stim587.png,-2.00,-2.00,576.62,576.62)
588	1	13	stimulus_show1img	fix(0.00,0.00)	pic(stim588.png,-2.00,-2.00,576.62,576.62)
589	1	14	stimulus_show1img	fix(0.00,0.00)	pic(stim589.png,-2.00,-2.00,576.62,576.62)
590	1	15	stimulus_show1img	fix(0.00,0.00)	pic(stim590.png,-2.00,-2.00,576.62,576.62)
591	1	16	stimulus_show1img	fix(0.00,0.00)	pic(stim591.png,-2.00,-2.00,576.62,576.62)
592	1	17	stimulus_show1img	fix(0.00,0.00)	pic(stim592.png,-2.00,-2.00,576.62,576.62)
593	1	18	stimulus_show1img	fix(0.00,0.00)	pic(stim593.png,-2.00,-2.00,576.62,576.62)
594	1	19	stimulus_show1img	fix(0.00,0.00)	pic(stim594.png,-2.00,-2.00,576.62,576.62)
595	1	20	stimulus_show1img	fix(0.00,0.00)	pic(stim595.png,-2.00,-2.00,576.62,576.62)
596	1	21	stimulus_show1img	fix(0.00,0.00)	pic(stim596.png,-2.00,-2.00,576.62,576.62)
597	1	22	stimulus_show1img	fix(0.00,0.00)	pic(stim597.png,-2.00,-2.00,576.62,576.62)
598	1	23	stimulus_show1img	fix(0.00,0.00)	pic(stim598.png,-2.00,-2.00,576.62,576.62)
599	1	24	stimulus_show1img	fix(0.00,0.00)	pic(stim599.png,-2.00,-2.00,576.62,576.62)
600	1	25	stimulus_show1img	fix(0.00,0.00)	pic(stim600.png,-2.00,-2.00,576.62,576.62)
601	1	26	stimulus_show1img	fix(0.00,0.00)	pic(stim601.png,-2.00,-2.00,576.62,576.62)
602	1	27	stimulus_show1img	fix(0.00,0.00)	pic(stim602.png,-2.00,-2.00,576.62,576.62)
603	1	28	stimulus_show1img	fix(0.00,0.00)	pic(stim603.png,-2.00,-2.00,576.62,576.62)
604	1	29	stimulus_show1img	fix(0.00,0.00)	pic(stim604.png,-2.00,-2.00,576.62,576.62)
605	1	30	stimulus_show1img	fix(0.00,0.00)	pic(stim605.png,-2.00,-2.00,576.62,576.62)
606	1	31	stimulus_show1img	fix(0.00,0.00)	pic(stim606.png,-2.00,-2.00,576.62,576.62)
607	1	32	stimulus_show1img	fix(0.00,0.00)	pic(stim607.png,-2.00,-2.00,576.62,576.62)
608	1	33	stimulus_show1img	fix(0.00,0.00)	pic(stim608.png,-2.00,-2.00,576.62,576.62)
609	1	34	stimulus_show1img	fix(0.00,0.00)	pic(stim609.png,-2.00,-2.00,576.62,576.62)
610	1	35	stimulus_show1img	fix(0.00,0.00)	pic(stim610.png,-2.00,-2.00,576.62,576.62)
611	1	36	stimulus_show1img	fix(0.00,0.00)	pic(stim611.png,-2.00,-2.00,576.62,576.62)
612	1	37	stimulus_show1img	fix(0.00,0.00)	pic(stim612.png,-2.00,-2.00,576.62,576.62)
613	1	38	stimulus_show1img	fix(0.00,0.00)	pic(stim613.png,-2.00,-2.00,576.62,576.62)
614	1	39	stimulus_show1img	fix(0.00,0.00)	pic(stim614.png,-2.00,-2.00,576.62,576.62)
615	1	40	stimulus_show1img	fix(0.00,0.00)	pic(stim615.png,-2.00,-2.00,576.62,576.62)
616	1	41	stimulus_show1img	fix(0.00,0.00)	pic(stim616.png,-2.00,-2.00,576.62,576.62)
617	1	42	stimulus_show1img	fix(0.00,0.00)	pic(stim617.png,-2.00,-2.00,576.62,576.62)
618	1	43	stimulus_show1img	fix(0.00,0.00)	pic(stim618.png,-2.00,-2.00,576.62,576.62)
619	1	44	stimulus_show1img	fix(0.00,0.00)	pic(stim619.png,-2.00,-2.00,576.62,576.62)
620	1	45	stimulus_show1img	fix(0.00,0.00)	pic(stim620.png,-2.00,-2.00,576.62,576.62)
621	1	46	stimulus_show1img	fix(0.00,0.00)	pic(stim621.png,-2.00,-2.00,576.62,576.62)
622	1	47	stimulus_show1img	fix(0.00,0.00)	pic(stim622.png,-2.00,-2.00,576.62,576.62)
623	1	48	stimulus_show1img	fix(0.00,0.00)	pic(stim623.png,-2.00,-2.00,576.62,576.62)
624	1	49	stimulus_show1img	fix(0.00,0.00)	pic(stim624.png,-2.00,-2.00,576.62,576.62)
625	1	50	stimulus_show1img	fix(0.00,0.00)	pic(stim625.png,-2.00,-2.00,576.62,576.62)
626	1	51	stimulus_show1img	fix(0.00,0.00)	pic(stim626.png,-2.00,-2.00,576.62,576.62)
627	1	52	stimulus_show1img	fix(0.00,0.00)	pic(stim627.png,-2.00,-2.00,576.62,576.62)
628	1	53	stimulus_show1img	fix(0.00,0.00)	pic(stim628.png,-2.00,-2.00,576.62,576.62)
629	1	54	stimulus_show1img	fix(0.00,0.00)	pic(stim629.png,-2.00,-2.00,576.62,576.62)
630	1	55	stimulus_show1img	fix(0.00,0.00)	pic(stim630.png,-2.00,-2.00,576.62,576.62)
631	1	56	stimulus_show1img	fix(0.00,0.00)	pic(stim631.png,-2.00,-2.00,576.62,576.62)
632	1	57	stimulus_show1img	fix(0.00,0.00)	pic(stim632.png,-2.00,-2.00,576.62,576.62)
633	1	58	stimulus_show1img	fix(0.00,0.00)	pic(stim633.png,-2.00,-2.00,576.62,576.62)
634	1	59	stimulus_show1img	fix(0.00,0.00)	pic(stim634.png,-2.00,-2.00,576.62,576.62)
635	1	60	stimulus_show1img	fix(0.00,0.00)	pic(stim635.png,-2.00,-2.00,576.62,576.62)
636	1	61	stimulus_show1img	fix(0.00,0.00)	pic(stim636.png,-2.00,-2.00,576.62,576.62)
637	1	62	stimulus_show1img	fix(0.00,0.00)	pic(stim637.png,-2.00,-2.00,576.62,576.62)
638	1	63	stimulus_show1img	fix(0.00,0.00)	pic(stim638.png,-2.00,-2.00,576.62,576.62)
639	1	64	stimulus_show1img	fix(0.00,0.00)	pic(stim639.png,-2.00,-2.00,576.62,576.62)
640	1	1	stimulus_show1img	fix(0.00,0.00)	pic(stim640.png,-2.00,-2.00,576.62,576.62)
